Triplet_ID,PDB_ID,Common,V1,V2,region_common_V1,region_common_V2
1,6ted,O00267,P63272,Q92541,O00267:Z(176-781) | P63272:Y(2-117),O00267:Z(176-781) | Q92541:R(353-600)
48,4zp3,P13861,O43687,Q9P0M2,P13861:D(4-44) | O43687:N(48-75),P13861:A(2-44) | Q9P0M2:M(293-320)
48,4zp3,P13861,O43687,Q9P0M2,P13861:D(4-44) | O43687:N(48-75),P13861:L(2-44) | Q9P0M2:R(292-318)
48,4zp3,P13861,O43687,Q9P0M2,P13861:D(4-44) | O43687:N(48-75),P13861:D(4-44) | Q9P0M2:N(292-319)
48,4zp3,P13861,O43687,Q9P0M2,P13861:D(4-44) | O43687:N(48-75),P13861:J(4-44) | Q9P0M2:Q(292-318)
48,4zp3,P13861,O43687,Q9P0M2,P13861:D(4-44) | O43687:N(48-75),P13861:F(4-44) | Q9P0M2:O(292-318)
48,4zp3,P13861,O43687,Q9P0M2,P13861:D(4-44) | O43687:N(48-75),P13861:C(6-44) | Q9P0M2:N(292-319)
48,4zp3,P13861,O43687,Q9P0M2,P13861:D(4-44) | O43687:N(48-75),P13861:B(6-44) | Q9P0M2:M(293-320)
48,4zp3,P13861,O43687,Q9P0M2,P13861:D(4-44) | O43687:N(48-75),P13861:E(6-44) | Q9P0M2:O(292-318)
48,4zp3,P13861,O43687,Q9P0M2,P13861:D(4-44) | O43687:N(48-75),P13861:K(7-44) | Q9P0M2:R(292-318)
48,4zp3,P13861,O43687,Q9P0M2,P13861:D(4-44) | O43687:N(48-75),P13861:I(7-44) | Q9P0M2:Q(292-318)
48,4zp3,P13861,O43687,Q9P0M2,P13861:B(6-44) | O43687:M(49-76),P13861:G(3-44) | Q9P0M2:P(295-324)
48,4zp3,P13861,O43687,Q9P0M2,P13861:B(6-44) | O43687:M(49-76),P13861:H(4-44) | Q9P0M2:P(295-324)
48,4zp3,P13861,O43687,Q9P0M2,P13861:B(6-44) | O43687:M(49-76),P13861:A(2-44) | Q9P0M2:M(293-320)
48,4zp3,P13861,O43687,Q9P0M2,P13861:B(6-44) | O43687:M(49-76),P13861:L(2-44) | Q9P0M2:R(292-318)
48,4zp3,P13861,O43687,Q9P0M2,P13861:B(6-44) | O43687:M(49-76),P13861:D(4-44) | Q9P0M2:N(292-319)
48,4zp3,P13861,O43687,Q9P0M2,P13861:B(6-44) | O43687:M(49-76),P13861:J(4-44) | Q9P0M2:Q(292-318)
48,4zp3,P13861,O43687,Q9P0M2,P13861:B(6-44) | O43687:M(49-76),P13861:F(4-44) | Q9P0M2:O(292-318)
48,4zp3,P13861,O43687,Q9P0M2,P13861:B(6-44) | O43687:M(49-76),P13861:C(6-44) | Q9P0M2:N(292-319)
48,4zp3,P13861,O43687,Q9P0M2,P13861:B(6-44) | O43687:M(49-76),P13861:B(6-44) | Q9P0M2:M(293-320)
48,4zp3,P13861,O43687,Q9P0M2,P13861:B(6-44) | O43687:M(49-76),P13861:E(6-44) | Q9P0M2:O(292-318)
48,4zp3,P13861,O43687,Q9P0M2,P13861:B(6-44) | O43687:M(49-76),P13861:K(7-44) | Q9P0M2:R(292-318)
48,4zp3,P13861,O43687,Q9P0M2,P13861:B(6-44) | O43687:M(49-76),P13861:I(7-44) | Q9P0M2:Q(292-318)
48,4zp3,P13861,O43687,Q9P0M2,P13861:C(6-44) | O43687:N(48-75),P13861:G(3-44) | Q9P0M2:P(295-324)
48,4zp3,P13861,O43687,Q9P0M2,P13861:C(6-44) | O43687:N(48-75),P13861:H(4-44) | Q9P0M2:P(295-324)
48,4zp3,P13861,O43687,Q9P0M2,P13861:C(6-44) | O43687:N(48-75),P13861:A(2-44) | Q9P0M2:M(293-320)
48,4zp3,P13861,O43687,Q9P0M2,P13861:C(6-44) | O43687:N(48-75),P13861:L(2-44) | Q9P0M2:R(292-318)
48,4zp3,P13861,O43687,Q9P0M2,P13861:C(6-44) | O43687:N(48-75),P13861:D(4-44) | Q9P0M2:N(292-319)
48,4zp3,P13861,O43687,Q9P0M2,P13861:C(6-44) | O43687:N(48-75),P13861:J(4-44) | Q9P0M2:Q(292-318)
48,4zp3,P13861,O43687,Q9P0M2,P13861:C(6-44) | O43687:N(48-75),P13861:F(4-44) | Q9P0M2:O(292-318)
48,4zp3,P13861,O43687,Q9P0M2,P13861:C(6-44) | O43687:N(48-75),P13861:C(6-44) | Q9P0M2:N(292-319)
48,4zp3,P13861,O43687,Q9P0M2,P13861:C(6-44) | O43687:N(48-75),P13861:B(6-44) | Q9P0M2:M(293-320)
48,4zp3,P13861,O43687,Q9P0M2,P13861:C(6-44) | O43687:N(48-75),P13861:E(6-44) | Q9P0M2:O(292-318)
48,4zp3,P13861,O43687,Q9P0M2,P13861:C(6-44) | O43687:N(48-75),P13861:K(7-44) | Q9P0M2:R(292-318)
48,4zp3,P13861,O43687,Q9P0M2,P13861:C(6-44) | O43687:N(48-75),P13861:I(7-44) | Q9P0M2:Q(292-318)
48,4zp3,P13861,O43687,Q9P0M2,P13861:L(2-44) | O43687:R(48-74),P13861:G(3-44) | Q9P0M2:P(295-324)
48,4zp3,P13861,O43687,Q9P0M2,P13861:L(2-44) | O43687:R(48-74),P13861:H(4-44) | Q9P0M2:P(295-324)
48,4zp3,P13861,O43687,Q9P0M2,P13861:L(2-44) | O43687:R(48-74),P13861:A(2-44) | Q9P0M2:M(293-320)
48,4zp3,P13861,O43687,Q9P0M2,P13861:L(2-44) | O43687:R(48-74),P13861:L(2-44) | Q9P0M2:R(292-318)
48,4zp3,P13861,O43687,Q9P0M2,P13861:L(2-44) | O43687:R(48-74),P13861:D(4-44) | Q9P0M2:N(292-319)
48,4zp3,P13861,O43687,Q9P0M2,P13861:L(2-44) | O43687:R(48-74),P13861:J(4-44) | Q9P0M2:Q(292-318)
48,4zp3,P13861,O43687,Q9P0M2,P13861:L(2-44) | O43687:R(48-74),P13861:F(4-44) | Q9P0M2:O(292-318)
48,4zp3,P13861,O43687,Q9P0M2,P13861:L(2-44) | O43687:R(48-74),P13861:C(6-44) | Q9P0M2:N(292-319)
48,4zp3,P13861,O43687,Q9P0M2,P13861:L(2-44) | O43687:R(48-74),P13861:B(6-44) | Q9P0M2:M(293-320)
48,4zp3,P13861,O43687,Q9P0M2,P13861:L(2-44) | O43687:R(48-74),P13861:E(6-44) | Q9P0M2:O(292-318)
48,4zp3,P13861,O43687,Q9P0M2,P13861:L(2-44) | O43687:R(48-74),P13861:K(7-44) | Q9P0M2:R(292-318)
48,4zp3,P13861,O43687,Q9P0M2,P13861:L(2-44) | O43687:R(48-74),P13861:I(7-44) | Q9P0M2:Q(292-318)
48,4zp3,P13861,O43687,Q9P0M2,P13861:J(4-44) | O43687:Q(48-74),P13861:G(3-44) | Q9P0M2:P(295-324)
48,4zp3,P13861,O43687,Q9P0M2,P13861:J(4-44) | O43687:Q(48-74),P13861:H(4-44) | Q9P0M2:P(295-324)
48,4zp3,P13861,O43687,Q9P0M2,P13861:J(4-44) | O43687:Q(48-74),P13861:A(2-44) | Q9P0M2:M(293-320)
48,4zp3,P13861,O43687,Q9P0M2,P13861:J(4-44) | O43687:Q(48-74),P13861:L(2-44) | Q9P0M2:R(292-318)
48,4zp3,P13861,O43687,Q9P0M2,P13861:J(4-44) | O43687:Q(48-74),P13861:D(4-44) | Q9P0M2:N(292-319)
48,4zp3,P13861,O43687,Q9P0M2,P13861:J(4-44) | O43687:Q(48-74),P13861:J(4-44) | Q9P0M2:Q(292-318)
48,4zp3,P13861,O43687,Q9P0M2,P13861:J(4-44) | O43687:Q(48-74),P13861:F(4-44) | Q9P0M2:O(292-318)
48,4zp3,P13861,O43687,Q9P0M2,P13861:J(4-44) | O43687:Q(48-74),P13861:C(6-44) | Q9P0M2:N(292-319)
48,4zp3,P13861,O43687,Q9P0M2,P13861:J(4-44) | O43687:Q(48-74),P13861:B(6-44) | Q9P0M2:M(293-320)
48,4zp3,P13861,O43687,Q9P0M2,P13861:J(4-44) | O43687:Q(48-74),P13861:E(6-44) | Q9P0M2:O(292-318)
48,4zp3,P13861,O43687,Q9P0M2,P13861:J(4-44) | O43687:Q(48-74),P13861:K(7-44) | Q9P0M2:R(292-318)
48,4zp3,P13861,O43687,Q9P0M2,P13861:J(4-44) | O43687:Q(48-74),P13861:I(7-44) | Q9P0M2:Q(292-318)
48,4zp3,P13861,O43687,Q9P0M2,P13861:F(4-44) | O43687:O(48-74),P13861:G(3-44) | Q9P0M2:P(295-324)
48,4zp3,P13861,O43687,Q9P0M2,P13861:F(4-44) | O43687:O(48-74),P13861:H(4-44) | Q9P0M2:P(295-324)
48,4zp3,P13861,O43687,Q9P0M2,P13861:F(4-44) | O43687:O(48-74),P13861:A(2-44) | Q9P0M2:M(293-320)
48,4zp3,P13861,O43687,Q9P0M2,P13861:F(4-44) | O43687:O(48-74),P13861:L(2-44) | Q9P0M2:R(292-318)
48,4zp3,P13861,O43687,Q9P0M2,P13861:F(4-44) | O43687:O(48-74),P13861:D(4-44) | Q9P0M2:N(292-319)
48,4zp3,P13861,O43687,Q9P0M2,P13861:F(4-44) | O43687:O(48-74),P13861:J(4-44) | Q9P0M2:Q(292-318)
48,4zp3,P13861,O43687,Q9P0M2,P13861:F(4-44) | O43687:O(48-74),P13861:F(4-44) | Q9P0M2:O(292-318)
48,4zp3,P13861,O43687,Q9P0M2,P13861:F(4-44) | O43687:O(48-74),P13861:C(6-44) | Q9P0M2:N(292-319)
48,4zp3,P13861,O43687,Q9P0M2,P13861:F(4-44) | O43687:O(48-74),P13861:B(6-44) | Q9P0M2:M(293-320)
48,4zp3,P13861,O43687,Q9P0M2,P13861:F(4-44) | O43687:O(48-74),P13861:E(6-44) | Q9P0M2:O(292-318)
48,4zp3,P13861,O43687,Q9P0M2,P13861:F(4-44) | O43687:O(48-74),P13861:K(7-44) | Q9P0M2:R(292-318)
48,4zp3,P13861,O43687,Q9P0M2,P13861:F(4-44) | O43687:O(48-74),P13861:I(7-44) | Q9P0M2:Q(292-318)
48,4zp3,P13861,O43687,Q9P0M2,P13861:E(6-44) | O43687:O(48-74),P13861:G(3-44) | Q9P0M2:P(295-324)
48,4zp3,P13861,O43687,Q9P0M2,P13861:E(6-44) | O43687:O(48-74),P13861:H(4-44) | Q9P0M2:P(295-324)
48,4zp3,P13861,O43687,Q9P0M2,P13861:E(6-44) | O43687:O(48-74),P13861:A(2-44) | Q9P0M2:M(293-320)
48,4zp3,P13861,O43687,Q9P0M2,P13861:E(6-44) | O43687:O(48-74),P13861:L(2-44) | Q9P0M2:R(292-318)
48,4zp3,P13861,O43687,Q9P0M2,P13861:E(6-44) | O43687:O(48-74),P13861:D(4-44) | Q9P0M2:N(292-319)
48,4zp3,P13861,O43687,Q9P0M2,P13861:E(6-44) | O43687:O(48-74),P13861:J(4-44) | Q9P0M2:Q(292-318)
48,4zp3,P13861,O43687,Q9P0M2,P13861:E(6-44) | O43687:O(48-74),P13861:F(4-44) | Q9P0M2:O(292-318)
48,4zp3,P13861,O43687,Q9P0M2,P13861:E(6-44) | O43687:O(48-74),P13861:C(6-44) | Q9P0M2:N(292-319)
48,4zp3,P13861,O43687,Q9P0M2,P13861:E(6-44) | O43687:O(48-74),P13861:B(6-44) | Q9P0M2:M(293-320)
48,4zp3,P13861,O43687,Q9P0M2,P13861:E(6-44) | O43687:O(48-74),P13861:E(6-44) | Q9P0M2:O(292-318)
48,4zp3,P13861,O43687,Q9P0M2,P13861:E(6-44) | O43687:O(48-74),P13861:K(7-44) | Q9P0M2:R(292-318)
48,4zp3,P13861,O43687,Q9P0M2,P13861:E(6-44) | O43687:O(48-74),P13861:I(7-44) | Q9P0M2:Q(292-318)
48,4zp3,P13861,O43687,Q9P0M2,P13861:I(7-44) | O43687:Q(48-74),P13861:G(3-44) | Q9P0M2:P(295-324)
48,4zp3,P13861,O43687,Q9P0M2,P13861:I(7-44) | O43687:Q(48-74),P13861:H(4-44) | Q9P0M2:P(295-324)
48,4zp3,P13861,O43687,Q9P0M2,P13861:I(7-44) | O43687:Q(48-74),P13861:A(2-44) | Q9P0M2:M(293-320)
48,4zp3,P13861,O43687,Q9P0M2,P13861:I(7-44) | O43687:Q(48-74),P13861:L(2-44) | Q9P0M2:R(292-318)
48,4zp3,P13861,O43687,Q9P0M2,P13861:I(7-44) | O43687:Q(48-74),P13861:D(4-44) | Q9P0M2:N(292-319)
48,4zp3,P13861,O43687,Q9P0M2,P13861:I(7-44) | O43687:Q(48-74),P13861:J(4-44) | Q9P0M2:Q(292-318)
48,4zp3,P13861,O43687,Q9P0M2,P13861:I(7-44) | O43687:Q(48-74),P13861:F(4-44) | Q9P0M2:O(292-318)
48,4zp3,P13861,O43687,Q9P0M2,P13861:I(7-44) | O43687:Q(48-74),P13861:C(6-44) | Q9P0M2:N(292-319)
48,4zp3,P13861,O43687,Q9P0M2,P13861:I(7-44) | O43687:Q(48-74),P13861:B(6-44) | Q9P0M2:M(293-320)
48,4zp3,P13861,O43687,Q9P0M2,P13861:I(7-44) | O43687:Q(48-74),P13861:E(6-44) | Q9P0M2:O(292-318)
48,4zp3,P13861,O43687,Q9P0M2,P13861:I(7-44) | O43687:Q(48-74),P13861:K(7-44) | Q9P0M2:R(292-318)
48,4zp3,P13861,O43687,Q9P0M2,P13861:I(7-44) | O43687:Q(48-74),P13861:I(7-44) | Q9P0M2:Q(292-318)
48,4zp3,P13861,O43687,Q9P0M2,P13861:K(7-44) | O43687:R(48-74),P13861:G(3-44) | Q9P0M2:P(295-324)
48,4zp3,P13861,O43687,Q9P0M2,P13861:K(7-44) | O43687:R(48-74),P13861:H(4-44) | Q9P0M2:P(295-324)
48,4zp3,P13861,O43687,Q9P0M2,P13861:K(7-44) | O43687:R(48-74),P13861:A(2-44) | Q9P0M2:M(293-320)
48,4zp3,P13861,O43687,Q9P0M2,P13861:K(7-44) | O43687:R(48-74),P13861:L(2-44) | Q9P0M2:R(292-318)
48,4zp3,P13861,O43687,Q9P0M2,P13861:K(7-44) | O43687:R(48-74),P13861:D(4-44) | Q9P0M2:N(292-319)
48,4zp3,P13861,O43687,Q9P0M2,P13861:K(7-44) | O43687:R(48-74),P13861:J(4-44) | Q9P0M2:Q(292-318)
48,4zp3,P13861,O43687,Q9P0M2,P13861:K(7-44) | O43687:R(48-74),P13861:F(4-44) | Q9P0M2:O(292-318)
48,4zp3,P13861,O43687,Q9P0M2,P13861:K(7-44) | O43687:R(48-74),P13861:C(6-44) | Q9P0M2:N(292-319)
48,4zp3,P13861,O43687,Q9P0M2,P13861:K(7-44) | O43687:R(48-74),P13861:B(6-44) | Q9P0M2:M(293-320)
48,4zp3,P13861,O43687,Q9P0M2,P13861:K(7-44) | O43687:R(48-74),P13861:E(6-44) | Q9P0M2:O(292-318)
48,4zp3,P13861,O43687,Q9P0M2,P13861:K(7-44) | O43687:R(48-74),P13861:K(7-44) | Q9P0M2:R(292-318)
48,4zp3,P13861,O43687,Q9P0M2,P13861:K(7-44) | O43687:R(48-74),P13861:I(7-44) | Q9P0M2:Q(292-318)
49,5iyc,P13984,P30876,P29084,P13984:T(2-238) | P30876:B(10-1174),P13984:T(2-238) | P29084:R(75-239)
49,5iyb,P13984,P30876,P29084,P13984:T(2-238) | P30876:B(10-1174),P13984:T(2-238) | P29084:R(75-239)
49,5iyd,P13984,P30876,P29084,P13984:T(2-238) | P30876:B(10-1174),P13984:T(2-238) | P29084:R(75-239)
49,5iya,P13984,P30876,P29084,P13984:T(2-238) | P30876:B(10-1174),P13984:T(2-238) | P29084:R(75-239)
49,5iy9,P13984,P30876,P29084,P13984:T(2-238) | P30876:B(10-1174),P13984:T(2-238) | P29084:R(75-239)
49,6o9l,P13984,P30876,P29084,P13984:T(2-238) | P30876:B(10-1174),P13984:T(2-238) | P29084:R(75-242)
49,5iy6,P13984,P30876,P29084,P13984:T(2-238) | P30876:B(10-1174),P13984:T(2-238) | P29084:R(75-239)
49,5iy8,P13984,P30876,P29084,P13984:T(2-238) | P30876:B(10-1174),P13984:T(2-238) | P29084:R(75-239)
49,5iy7,P13984,P30876,P29084,P13984:T(2-238) | P30876:B(10-1174),P13984:T(2-238) | P29084:R(75-239)
50,5z58,P14678,P62314,Q12874,P14678:i(4-89) | P62314:j(1-82),P14678:i(4-89) | Q12874:w(2-499)
50,5z58,P14678,P62314,Q12874,P14678:b(8-89) | P62314:c(1-82),P14678:i(4-89) | Q12874:w(2-499)
51,5xte,P14927,P22695,P00156,P14927:F(6-111) | P22695:W(35-453),P14927:S(6-111) | P00156:V(2-379)
51,5xte,P14927,P22695,P00156,P14927:F(6-111) | P22695:W(35-453),P14927:F(6-111) | P00156:J(2-379)
51,5xte,P14927,P22695,P00156,P14927:S(6-111) | P22695:K(35-453),P14927:S(6-111) | P00156:V(2-379)
51,5xte,P14927,P22695,P00156,P14927:S(6-111) | P22695:K(35-453),P14927:F(6-111) | P00156:J(2-379)
52,6zxg,P15880,Q9BRS2,P08865,P15880:C(60-275) | Q9BRS2:z(128-448),P15880:C(60-275) | P08865:A(2-217)
52,6zxh,P15880,Q9BRS2,P08865,P15880:C(60-275) | Q9BRS2:z(128-448),P15880:C(60-275) | P08865:A(2-217)
52,6zxf,P15880,Q9BRS2,P08865,P15880:C(60-275) | Q9BRS2:z(128-559),P15880:C(60-275) | P08865:A(2-217)
53,5iyd,P19387,P53803,P62875,P19387:C(1-275) | P53803:L(13-58),P19387:C(1-275) | P62875:J(1-67)
53,5iyb,P19387,P53803,P62875,P19387:C(1-275) | P53803:L(13-58),P19387:C(1-275) | P62875:J(1-67)
53,5iyc,P19387,P53803,P62875,P19387:C(1-275) | P53803:L(13-58),P19387:C(1-275) | P62875:J(1-67)
53,6drd,P19387,P53803,P62875,P19387:C(2-271) | P53803:L(15-58),P19387:C(2-271) | P62875:J(1-64)
53,6xre,P19387,P53803,P62875,P19387:C(1-275) | P53803:L(13-58),P19387:C(1-275) | P62875:J(1-67)
53,5iya,P19387,P53803,P62875,P19387:C(1-275) | P53803:L(13-58),P19387:C(1-275) | P62875:J(1-67)
53,5iy9,P19387,P53803,P62875,P19387:C(1-275) | P53803:L(13-58),P19387:C(1-275) | P62875:J(1-67)
53,6o9l,P19387,P53803,P62875,P19387:C(1-275) | P53803:L(13-58),P19387:C(1-275) | P62875:J(1-67)
53,5iy6,P19387,P53803,P62875,P19387:C(1-275) | P53803:L(13-58),P19387:C(1-275) | P62875:J(1-67)
53,5iy8,P19387,P53803,P62875,P19387:C(1-275) | P53803:L(13-58),P19387:C(1-275) | P62875:J(1-67)
53,5iy7,P19387,P53803,P62875,P19387:C(1-275) | P53803:L(13-58),P19387:C(1-275) | P62875:J(1-67)
54,6o9l,P19447,Q6ZYL4,P29083,P19447:7(30-728) | Q6ZYL4:5(2-67),P19447:7(30-728) | P29083:Q(10-439)
55,2ygg,P19634,P0DP24,P0DP23,P19634:A(622-685) | P0DP24:B(5-149),P19634:A(622-685) | P0DP23:B(5-149)
55,6zbi,P19634,P0DP24,P0DP23,P19634:B(622-657) | P0DP24:A(2-149),P19634:B(622-657) | P0DP23:A(2-149)
55,6zbi,P19634,P0DP24,P0DP23,P19634:B(622-657) | P0DP24:A(2-149),P19634:C(622-657) | P0DP23:A(2-149)
55,6zbi,P19634,P0DP24,P0DP23,P19634:C(622-657) | P0DP24:A(2-149),P19634:B(622-657) | P0DP23:A(2-149)
55,6zbi,P19634,P0DP24,P0DP23,P19634:C(622-657) | P0DP24:A(2-149),P19634:C(622-657) | P0DP23:A(2-149)
56,5iyc,P20226,Q00403,P52655,P20226:P(153-337) | Q00403:M(7-316),P20226:P(153-337) | P52655:N(307-376)
56,5iyd,P20226,Q00403,P52655,P20226:P(153-337) | Q00403:M(7-316),P20226:P(153-337) | P52655:N(307-376)
56,5iyb,P20226,Q00403,P52655,P20226:P(153-337) | Q00403:M(7-316),P20226:P(153-337) | P52655:N(307-376)
56,5iya,P20226,Q00403,P52655,P20226:P(153-337) | Q00403:M(7-316),P20226:P(153-337) | P52655:N(307-376)
56,5iy9,P20226,Q00403,P52655,P20226:P(153-337) | Q00403:M(7-316),P20226:P(153-337) | P52655:N(307-376)
56,6o9l,P20226,Q00403,P52655,P20226:P(153-337) | Q00403:M(7-316),P20226:P(153-337) | P52655:N(307-376)
56,5iy6,P20226,Q00403,P52655,P20226:P(153-337) | Q00403:M(7-316),P20226:P(153-337) | P52655:N(307-376)
56,5iy8,P20226,Q00403,P52655,P20226:P(153-337) | Q00403:M(7-316),P20226:P(153-337) | P52655:N(307-376)
56,5iy7,P20226,Q00403,P52655,P20226:P(153-337) | Q00403:M(7-316),P20226:P(153-337) | P52655:N(307-376)
57,6v6f,P21359,P01116,Q7Z699,P21359:B(1205-1549) | P01116:C(1-167),P21359:B(1205-1549) | Q7Z699:A(13-124)
57,6v65,P21359,P01116,Q7Z699,P21359:B(1205-1549) | P01116:C(1-167),P21359:B(1205-1549) | Q7Z699:A(13-124)
58,4a4c,P22681,P43403,P62837,P22681:A(48-435) | P43403:B(289-297),P22681:A(48-435) | P62837:C(2-147)
58,4a4b,P22681,P43403,P62837,P22681:A(48-435) | P43403:B(289-297),P22681:A(48-435) | P62837:C(2-147)
59,6zlw,P23396,P46783,P63244,P23396:F(3-227) | P46783:M(1-97),P23396:F(3-227) | P63244:j(2-315)
59,6zxg,P23396,P46783,P63244,P23396:D(4-227) | P46783:K(1-95),P23396:D(4-227) | P63244:g(4-312)
59,6zxh,P23396,P46783,P63244,P23396:D(4-227) | P46783:K(1-95),P23396:D(4-227) | P63244:g(4-312)
59,6zoj,P23396,P46783,P63244,P23396:D(3-227) | P46783:K(1-97),P23396:D(3-227) | P63244:g(2-315)
59,6zol,P23396,P46783,P63244,P23396:D(3-227) | P46783:K(1-97),P23396:D(3-227) | P63244:g(2-315)
59,6zvh,P23396,P46783,P63244,P23396:D(1-227) | P46783:K(1-98),P23396:D(1-227) | P63244:g(2-314)
59,7k5i,P23396,P46783,P63244,P23396:D(3-227) | P46783:K(3-97),P23396:D(3-227) | P63244:g(2-315)
59,6zmt,P23396,P46783,P63244,P23396:F(3-227) | P46783:M(3-97),P23396:F(3-227) | P63244:j(2-315)
59,6zxe,P23396,P46783,P63244,P23396:D(3-227) | P46783:K(3-97),P23396:D(3-227) | P63244:g(2-315)
59,6ybs,P23396,P46783,P63244,P23396:Z(1-227) | P46783:a(1-99),P23396:Z(1-227) | P63244:c(2-314)
59,6zxd,P23396,P46783,P63244,P23396:D(3-227) | P46783:K(3-97),P23396:D(3-227) | P63244:g(2-315)
59,6zn5,P23396,P46783,P63244,P23396:F(3-227) | P46783:M(3-97),P23396:F(3-227) | P63244:j(2-315)
59,6g5i,P23396,P46783,P63244,P23396:D(3-227) | P46783:K(3-97),P23396:D(3-227) | P63244:g(2-315)
59,6g5h,P23396,P46783,P63244,P23396:D(3-227) | P46783:K(3-97),P23396:D(3-227) | P63244:g(2-315)
59,6zxf,P23396,P46783,P63244,P23396:D(4-227) | P46783:K(1-95),P23396:D(4-227) | P63244:g(4-312)
59,5a2q,P23396,P46783,P63244,P23396:D(3-227) | P46783:K(3-97),P23396:D(3-227) | P63244:g(2-315)
59,5flx,P23396,P46783,P63244,P23396:D(2-221) | P46783:K(1-98),P23396:D(2-221) | P63244:g(2-315)
59,6g51,P23396,P46783,P63244,P23396:D(3-227) | P46783:K(3-97),P23396:D(3-227) | P63244:g(2-315)
59,5oa3,P23396,P46783,P63244,P23396:D(3-227) | P46783:K(3-97),P23396:D(3-227) | P63244:g(2-315)
59,6g53,P23396,P46783,P63244,P23396:D(3-227) | P46783:K(3-97),P23396:D(3-227) | P63244:g(2-315)
60,5iyb,P24928,P61218,P23193,P24928:A(10-1485) | P61218:F(42-127),P24928:A(10-1485) | P23193:U(132-301)
60,5iyc,P24928,P61218,P23193,P24928:A(10-1485) | P61218:F(42-127),P24928:A(10-1485) | P23193:U(132-301)
60,5iya,P24928,P61218,P23193,P24928:A(10-1485) | P61218:F(42-127),P24928:A(10-1485) | P23193:U(132-301)
60,6o9l,P24928,P61218,P23193,P24928:A(10-1485) | P61218:F(42-127),P24928:A(10-1485) | P23193:U(132-301)
60,5iy6,P24928,P61218,P23193,P24928:A(10-1485) | P61218:F(42-127),P24928:A(10-1485) | P23193:U(132-301)
60,5iy8,P24928,P61218,P23193,P24928:A(10-1485) | P61218:F(42-127),P24928:A(10-1485) | P23193:U(132-301)
60,5iy7,P24928,P61218,P23193,P24928:A(10-1485) | P61218:F(42-127),P24928:A(10-1485) | P23193:U(132-301)
61,5m32,P25786,P25789,P17980,P25786:S(4-239) | P25789:P(2-245),P25786:E(4-237) | P17980:g(58-439)
61,5m32,P25786,P25789,P17980,P25786:E(4-237) | P25789:B(2-243),P25786:E(4-237) | P17980:g(58-439)
61,5t0g,P25786,P25789,P17980,P25786:L(4-241) | P25789:I(2-251),P25786:L(4-241) | P17980:F(63-439)
61,5gjq,P25786,P25789,P17980,P25786:G(4-241) | P25789:D(2-251),P25786:m(4-241) | P17980:M(44-439)
61,5gjq,P25786,P25789,P17980,P25786:m(4-241) | P25789:j(2-251),P25786:m(4-241) | P17980:M(44-439)
61,5ln3,P25786,P25789,P17980,P25786:F(1-233) | P25789:C(1-261),P25786:F(1-233) | P17980:M(51-439)
61,5t0i,P25786,P25789,P17980,P25786:L(4-241) | P25789:I(2-251),P25786:L(4-241) | P17980:F(63-439)
62,6e5b,P25787,P40306,P25789,P25787:O(5-233) | P40306:V(40-260),P25787:O(5-233) | P25789:P(2-250)
62,6e5b,P25787,P40306,P25789,P25787:O(5-233) | P40306:V(40-260),P25787:A(5-233) | P25789:B(2-250)
62,6e5b,P25787,P40306,P25789,P25787:A(5-233) | P40306:H(40-260),P25787:O(5-233) | P25789:P(2-250)
62,6e5b,P25787,P40306,P25789,P25787:A(5-233) | P40306:H(40-260),P25787:A(5-233) | P25789:B(2-250)
62,6avo,P25787,P40306,P25789,P25787:b(4-233) | P40306:B(40-258),P25787:b(4-233) | P25789:Z(2-241)
62,6avo,P25787,P40306,P25789,P25787:b(4-233) | P40306:B(40-258),P25787:P(4-233) | P25789:O(2-241)
62,6avo,P25787,P40306,P25789,P25787:P(4-233) | P40306:E(40-258),P25787:b(4-233) | P25789:Z(2-241)
62,6avo,P25787,P40306,P25789,P25787:P(4-233) | P40306:E(40-258),P25787:P(4-233) | P25789:O(2-241)
63,5anr,P26196,Q9NRA8,A5YKK6,P26196:B(95-462) | Q9NRA8:C(216-238),P26196:B(95-462) | A5YKK6:A(1070-1314)
64,5wvo,P26358,P0CG47,P68431,P26358:C(353-591) | P0CG47:A(1-75),P26358:C(353-591) | P68431:D(3-21)
64,5wvo,P26358,P0CG47,P68431,P26358:C(353-591) | P0CG47:B(77-151),P26358:C(353-591) | P68431:D(3-21)
65,6e5b,P28065,P40306,P25788,P28065:b(21-219) | P40306:V(40-260),P28065:N(21-219) | P25788:F(5-248)
65,6e5b,P28065,P40306,P25788,P28065:b(21-219) | P40306:V(40-260),P28065:b(21-219) | P25788:T(5-245)
65,6e5b,P28065,P40306,P25788,P28065:N(21-219) | P40306:H(40-260),P28065:N(21-219) | P25788:F(5-248)
65,6e5b,P28065,P40306,P25788,P28065:N(21-219) | P40306:H(40-260),P28065:b(21-219) | P25788:T(5-245)
65,6avo,P28065,P40306,P25788,P28065:F(21-219) | P40306:E(40-258),P28065:A(21-219) | P25788:J(7-245)
65,6avo,P28065,P40306,P25788,P28065:F(21-219) | P40306:E(40-258),P28065:F(21-219) | P25788:Q(7-245)
65,6avo,P28065,P40306,P25788,P28065:A(21-219) | P40306:B(40-258),P28065:A(21-219) | P25788:J(7-245)
65,6avo,P28065,P40306,P25788,P28065:A(21-219) | P40306:B(40-258),P28065:F(21-219) | P25788:Q(7-245)
